Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Usaha Tempe Gito,Pembuatan Keris,107,304,3,2008,?pm=t7f+oS5fhgStv9AHt5/DaA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Tempe Resky,Pembuatan Tempe,"82,8","403,5",3,2008,?pm=CKtPojPS0XkSkhoqd1PDBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Perahu SyarUDdin,Pembuatan Perahu,90,1.400,2,2008,?pm=r3Wf9P7htcITwAXIP3xJ7A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Gorong-Gorong Dg Baji,Pembuatan Gorong-gorong,777,945,6,2008,?pm=b568pW/7Jv1p+waK6ydIkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Bosara Dg Jaro,Pembuatan Bosara,"31,31","799,7",5,2008,?pm=uOJ3p2WzfG1pKtQNigztlA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Nyiru Dg Kanang,Pembuatan Nyiru,"23,23",160,9,2008,?pm=3javXIhteP4ehlIhSrqM0A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Batu Merah Makmur Jaya,Pembuatan Batu Bata,"45,45","243,5",7,2008,?pm=+JhDPEgyjzoXE9l8qVDKkQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pengusaha Pembuat Batu Merah Putrajaya,Pembuatan Batu Bata,"36,96",243,7,2008,?pm=XpCIg3VARo4Hv38DwaQJ7g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jagung Goreng Dg Senga,Pembuatan Jagung Goreng,"20,6",349,4,2008,?pm=CEuP+r+Bf2fcgp8Zllw0JQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pengelola Songkok Muh Dg Ngasa ,Pembuatan Songkok,"78,2","61,5",2,2008,?pm=vybxkZYvoxKUnQJL7lMz2A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Chips Mangga Tojagowa,Pembuatan Keripik,24,"57,6",10,2008,?pm=BbvncxHQ7v+FjFPvemJHiQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tenun Sutera Dg.Nginga,Pembuatan Kain Sutera,"22,8",56,2,2008,?pm=0UcTRP6B6Rkn7JP8Gev3Rg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Jatmika,Pembuatan Meubel,50,899,2,2008,?pm=JvbHlxdOuxN/D14pkTy7kw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ratu Elhana Bulan Purnama Super Solo,Batik Tulis,4.550,0,52,2012,?pm=hMXJofg7SLcBo0schOiCEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pawiro Sumanto,Pengolahan Makanan,2.034,30.780,3,2012,?pm=je1EsCACjrz5+TTsrD7fAQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
" Batik Tulis ""Sido Luhur""",Batik Tulis,95,0,30,2012,?pm=1t3urdkvJ2a+/K7Mqx0+8g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Jasmine,Produksi Batik Tulis,396,63,5,2013,?pm=mVukZnvjJU3CFTDOHa0v8g==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Sidodadi,"Produksi Kacang, Marning",214,122,6,2013,?pm=zSG9zwqwCO7TEiuRAWOnrw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Criping Lestari,Memproduksi Criping,163,132,6,2013,?pm=CELdxftjMYRbRae2d3v4Ug==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Snack Bintang Mandiri,Produksi Makanan,71,93,3,2013,?pm=5vEDCfFCgc5Abu9JbpfAXA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Gorengan Kaming,Menjual Gorengan,60,105,3,2010,?pm=MGlLdRRQzdxo2xVBFr6czA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Yuli Sutrisno,Pembuatan Tempe,"35,58","100,8",2,2008,?pm=JAPETXJWjUL85F3kq8RQHg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Imron Bin Halim,Pembuatan Kerupuk,"4,05","97,2",4,2008,?pm=hpfjcIb6g0woy3bvD6HNjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Konveksi Juli,Pembuatan Sandal Wanita,241,44,7,2008,?pm=4IPGsJ8mL8bc4AhLT+zzXA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,Pembuatan Sepatu,"82,7",1.950,3,2008,?pm=SQzLrd/BKRA1C5xZ5kQgtQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 null,"Pembuatan Kuali, Linggis, Pahat,Pipa Wc Dan Lain-Lain",122,307,19,2008,?pm=/gn1NWzZxzjIbHpOqRu5SA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Klop House,Pembuatan Brownies,"50,37",102,10,2008,?pm=kfTqdJKgS/aN52FklVgcLg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ima Brownies,"Pembuatan Busana Muslim, Kebaya",60,960,2,2008,?pm=paiiKPCkZe+12r80p7dOZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Devi Cake Shop,"Pembuatan Besi Pagar,Jerjak, Pintu","6,5",339,5,2008,?pm=jbYy+L9SHXfWN4gyeiAOsg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Citra Ateliar,"Pembuatan Besi Pagar,Jerjak, Pintu","2,95",216,5,2008,?pm=eVvYveew31u5UkwNZ62F1w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sandiyah,Konveksi,58,60,5,2009,?pm=cbPQvo60uA5dw9v39RFCWg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 UD Regina Jaya,Industri Rumah Tangga,"226,7","84,6",5,2009,?pm=hlXMP8NUpo2ayjHhNBuCbg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Bata Merah Pak Wage Sumarso,Industri Bata Merah,198,54,5,2013,?pm=es2lOnymwI0ckSjdU1JjfA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Keripik Tepe Sari Dele,Industri Keripik Tempe,140,236,7,2013,?pm=gtPa+faMOeWgC9Omrikcng==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Keripik Dua Putra,Industri Keripik,63,53,5,2013,?pm=Aq+HycSTN/8dEaHtCSdCwg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Lanting Bu Ngadiah,Industri Lanting,129,185,13,2013,?pm=hMhp4RFQV4QgUYqBVz5zNg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Komariah,Pembuatan Tempe,"208,06",120,4,2008,?pm=uB8kSfnWO0Pt1RoqOB7rPg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dandang Suhaidi,Pembuatan Dandang,"36,36","100,5",3,2008,?pm=i0XprHIvrSSIMw44Q2qGRA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Herman Kustiawan,Pembuatan Kerupuk,"13,43",216,4,2008,?pm=gLhqGbR3VhZokM1NzDR0LQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Raswin,Pembuatan Tempe,"8,5",42,2,2008,?pm=EPZQrIMMQoYL3cz6UUp00A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dandang Rivai,Pembuatan Dandang,"54,5",31,4,2008,?pm=ijo3oMBh4q5pnFYn5qZpJw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dandang Royana,Pembuatan Dandang,"4,75",26,1,2008,?pm=3zOc62iXesZoszXEKQ6S1A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ahmad Jaimuri,Pembuatan Kerupuk,"14,79",24,3,2008,?pm=HN+YuYBjcIPMfUZl6Wb1Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Melati,Pembuatan Dodol,"23,3",64,10,2008,?pm=1RF5AUHjDhu+vg1rQz1v1g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 M Salim,Pembuatan Kerupuk,"39,5",85,8,2008,?pm=Mk4aQl6mWp7AMXui3rvCdA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Taryo,Pembuatan Tahu Goreng,54,336,5,2008,?pm=TSVwJjIxebrSwmdXGfS1+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Percetakan Purnama,Percetakan,"29,4",192,4,2008,?pm=nMfaG/o5r6kXRceUQUVCbQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Muhtar,Pembuatan Kerupuk,"34,3",120,6,2008,?pm=0120d8UPLQQsVKeWWL64+w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Suparman,Pembuatan Kerupuk,29,360,6,2008,?pm=BrSIMk6TJx1gKw655io/sg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Saodah,Pembuatan Dandang,"52,65",88,1,2008,?pm=xsKLUGIHOMfkwvByVvC3UA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dandang Zandariah,Pembuatan Dandang,"24,3",26,6,2008,?pm=H15RRzMWV+GpjgqXtPDsMw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tahu Rusyanto,Pembuatan Tahu Goreng,"45,76",360,5,2008,?pm=dYT2Hwgi5m+yHU3hczkH6w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempe Ipal,Pembuatan Tempe,"12,92","25,2",1,2008,?pm=Yt4Gp2nhLYxhpao1wDpOqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Refi Sari,Pembuatan Selai,"5,45",8,3,2008,?pm=edbffXlkJnBorfA/+Ug7Hw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wajik Nanas Asli Up2K Kenangan,Pembuatan Wajik,"10,77","8,5",5,2008,?pm=lqZI3LXNtjBqViy+6fpsOg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Konveksi Karya Remaja,Pembuatan Pakaian,277,336,6,2008,?pm=j+k29EJjJ4O3xcpa//m5hA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las Riska,Pembuatan Pagar dan Teralis,320,37,1,2008,?pm=q1e6Gr2dAftBdoue4hCr+A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bella Silver Art,Pembuatan Asesoris,948,960,37,2008,?pm=im/fW8bsQLTn/DzhXdDOBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ayu Gorden,Pembuatan Gorden,76,340,7,2008,?pm=j59nIvMETsw7u5JMLGk/hA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las Nur Hidayat,"Pembuatan Pagar, Kanopi dan Teralis",81,340,4,2008,?pm=6c3UsOI2qV+7hPwaQ7hfoQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Penjahit Al Fath,Pembuatan Pakaian,"36,7",90,15,2008,?pm=C+qHnyAWiVUirNt74HVQWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Gendhewa Woodcraft,Pengolahan Kayu,"62,1",36,5,2008,?pm=UBbbSsmp34vlIsRGvN0ELQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Soto Kudus Pak Dhalil,Pembuatan Soto,"45,83","141,3",4,2008,?pm=Tdd+OH/xnSwUKGZviFF8KA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Exis Collection,Pembuatan Tas,"190,8",164,9,2008,?pm=NX0Oxz2Ly3OuHe6TMHbkzQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Imam Harso Riadji,Pembuatan Tas,"62,2",48,4,2008,?pm=XYO1ohUjqw2y5bfZ8Xym/Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yuni Batik,Pembuatan Topeng,26,90,10,2008,?pm=7e0AnFUvHPGuRTSQ/ibKEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Batubata Pak Hadiwiasa,Industri Batubata,60,57,5,2013,?pm=VP6Zj8JdUjx3Hm5s4ecdPA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Batubata Pak Sarjono,Industri Batubara,265,66,6,2013,?pm=OWWNN76Ji+7LJj7LoavpzA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Tempe Pak Triyat,Pengolahan Tempe,357,106,5,2013,?pm=ZLg5VKwRzho+pZ0imuR54w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Industri Tahu,Industri Tahu,69,602,6,2013,?pm=QB+Idh8BkVCV7Nh3JXGHqA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Telur Asin Bu Hartati,Industri Telor Asin,15,49,5,2013,?pm=2o6W7XGy0scPXwabOaDNvg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Tahu Desa,Pabrik Tahu,"56,7","97,2",2,2009,?pm=Yt8TD8luLPP3nJ0rLmnEww==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Bata Expres,Bata,43,360,4,2013,?pm=gLfZas/x4uDbE0bhzUz7og==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan
 Pembuatan Gula Merah/Nira Kelapa,Pembuatan Gula Merah,4,"28,8",1,2012,?pm=IRhvpVdb/ZNIkCjUf/jshQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA KERAJINAN ROTAN,KERAJINAN ROTAN,8,132,6,2012,?pm=UORxizMcZC3ZHf5/7I9Gbg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Not Available,Pembuatan Batu Bata,"13,75",96,3,2011,?pm=dsksMN0tjPAblgxdMaD36A==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Indah Rotan,Kerajinan Rotan,6,54,1,2011,?pm=J2L3uHdngZ5Z1RCMVmoJFg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 NA,Kerajinan Logam,"146,3","464,1",2,2011,?pm=rn9C2GKv6A7kD2fPShEO4g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Nura Etsa,Kerajinan Logam,50,300,9,2011,?pm=IjPJAWMeh4zdthhXQHvcfw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Mekar Sari,Sandal Bandol,17,51,3,2011,?pm=1y78f5GAEB3fT0c4KhiVew==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 NA,Industri Tempe,"60,55",66,3,2011,?pm=DpgFJFZ7EeG8hyatRsfrNA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Rotan Kali Banjaran,Kerajinan Rotan,"20,7",84,2,2011,?pm=19kNfWk+xXsIVaHAOk98/g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Mhasa Rumah Bingkai,Pigura,14,76,2,2011,?pm=H6/jCDZrozG55orgCN+1cA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 TRASO,CINCIN SUMUR,6,72,2,2012,?pm=vJ0WC/f6+7/B4AJ8PjQWfg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 USAHA PERCETAKAN CINCIN SUMUR,PERCETAKAN CINCIN SUMUR,25,144,4,2012,?pm=Vq+z16Hacv4I+1BkhC265w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 PANDAI BESI,PANDAI BESI,7,56,3,2012,?pm=fkqI9eP2zqwDh+SH+ebD3w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 TGK ANWAR TRASO,USAHA CINCIN SUMUR,20,40,2,2012,?pm=k3yXxPLh/tFsXakMyhzrEg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 TOKO KACA,ALUMANIUM,25,132,4,2012,?pm=TASU5n/1KJFkxBAD0SeGTA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Wiwiek,Pembuatan Amplang,"147,75",675,11,2008,?pm=XWtY4ULpH3m+JmktNhVV5Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Warung Ramika,Pembutan Makanan Khas Banjar,"603,43",240,2,2008,?pm=M/nUOQsp4aYEVqtRmpmOIw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kerupuk Haruan 3H ( Handayani ),Pembutan Kerupuk,"20,2",23,5,2008,?pm=7x78kQQpupTL4BPOHZRW6w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kerupuk Haruan Dan Udang Prod. Akli,Pembutan Kerupuk,"8,61",48,4,2008,?pm=XNs8K/rOa9au00tWcZT4fA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Norsinah,Pembutan Kerupuk,"4,65",70,5,2008,?pm=9tWpo0/ftOatZpERkH8Iug==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mastifah,Pembutan Kerupuk,"7,16","17,5",4,2008,?pm=FMiUMCF1SQSegbFVc9vHzw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Ramina,Pembutan Kue Bingka,"7,2",78,4,2008,?pm=p/poiTQKiTzFq0uEa0b/WA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mahrita,Pembutan Kerupuk,"6,22",12,1,2008,?pm=BlCKGnoRPkTNodRNeZ8cww==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Supian Hadi,Pembutan Tajau,"11,6",50,6,2008,?pm=Obu/HYcd5C3hkGcgmxT3kA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Masrani,Pembutan Kerupuk,"5,6",33,4,2008,?pm=G685NT0db+cR41/qsHpDxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mayasin,Pembutan Tajau,"6,5","46,8",3,2008,?pm=5It6Ee3YXRAxhZbstaLagQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kerupuk Udang Cap Adik Ayu,Pembutan Kerupuk,"4,45",100,1,2008,?pm=C1wtoHvZ3kSz/BHjL0j/Zw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kasmiah,"Pembutan Bakwan, tahu isi dan lain lain","4,82","32,4",2,2008,?pm=zG80f92dqzc3JRsF0PFCGg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rusmaniah,Pembutan Kerupuk,"5,42",20,2,2008,?pm=HfKktBsy32fk98u7y7GIZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rukayah,Pembutan Ketupat / Lapat,"3,48","19,8",1,2008,?pm=Dhfkf3pTJl97tXzOVeVwuw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jumiati,Pembutan Kerupuk,5,"26,95",2,2008,?pm=N5UBZB45LUUm9ZEEGEDkig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Normiyah,Pembutan Kerupuk,"5,97",20,2,2008,?pm=wlsk60+fI0UL3wwoVNfMPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bayu Cs,Pembutan Susu Kedelai,24,534,7,2008,?pm=GHstqH+irbJoo81dJN9CFA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rabiatul Adawiah,Pembutan Roti,"5,78",18,2,2008,?pm=PGkwbaygbDzMng1GjsCyZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Putriza Gypsum,Pembutan Gypsum,"38,7",400,12,2008,?pm=mX7niPwRrPCzB/H3XoHVUg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bakso Malang,Pembutan Bakso,"28,85",63,12,2008,?pm=oWHykfXFIsAv6oQz2b7DuA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Toko Kerajinan Hutan,Pembutan Rotan,"29,5","26,5",3,2008,?pm=vYljBQy5pUyYuJGH96FBQg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Karya Jadi,Pembutan Lemari,29,266,5,2008,?pm=DE4+m9l0xFUxYLgCDY881Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Ikhsan,Pembutan Lemari,"40,5",181,3,2008,?pm=ujtlC7LLEkXl8v/5JGgyRg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Keramik Fitri,Pembuatan Pot,"1,63",87,2,2008,?pm=iepYkYw4JNF9rnEFQVzc2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Keramik Kartini,Pembuatan Pot,"12,15",20,2,2008,?pm=FJ63xBKjnyws9CI0vAyRBw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Tempe Irmawati,Pembuatan Tempe,"23,5","7,2",1,2008,?pm=eF+ZZyhCYKlm7jxnHa/S/g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Megah Saro Tamar,Pembuatan Souvenir,11,27,17,2008,?pm=CAVwfFxVt8cYCHvWRM81Jw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempe Sumber Jaya,Pengolahan Kedele,"43,41",95,2,2008,?pm=Xmkix1nSDKIRO732v31QWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Alfian Silver,Pembuatan Keris,"117,5",420,7,2008,?pm=T0uzrBgJr2bwsZrUsQE0eQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 MEUBEL FABIAN,INDUSTRI RUMAH KAYU,229,78,4,2010,?pm=wnALsIHGOYjf0H/U5YPQZg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Rafel,Konveksi Pakaian,"26,9",20,2,2009,?pm=Tur9rSnshQW5MUVKW1VqaQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Batu Merah Ngantung,Pembuatan Batu Bata,"34,9",221,6,2008,?pm=Y5zNwovazfvaxGHe3kCkzA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Batu Merah JamalUDdin,Pembuatan Batu Bata,"115,5",600,25,2008,?pm=abFdcwOn1pr5Dx6FqGKaHQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sari Bulan Tenun,Pembuatan Pakaian,"30,5",78,4,2008,?pm=/qGS8rj+oSOxd0aD3qwJ8Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Batu Merah Dg. Taba,Pembuatan Batu Bata,"32,6",260,6,2008,?pm=izNu07j2i0D9R1Ol9WOyPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Panggengtungan,Pembuatan Meubel,74,162,7,2008,?pm=PiEqZgYlWsfGRLoIqlWPiw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Gowa Mandiri,Pembuatan Jagung Bakar,"59,6",369,5,2008,?pm=R3ld8/nStamCBYRHXMSNKQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Asrah,Pembuatan Pakaian,"79,3",250,4,2008,?pm=dv9Hv6QpUWVeInfgOm4VWw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Percetakan Pribadi,Percetakan,175,140,2,2008,?pm=mn1/6ZgJM4YbT5Z7Tgw7/w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD. Karya Nur,Percetakan,157,230,8,2008,?pm=bk54G6iMr0XVTHiZOAycKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kompor Arwin,Pembuatan Kompor,19,230,13,2008,?pm=td/dvAq4gX2E7CtfNVVHlA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Pempek Rendy,Usaha Pempek,"183,31",580,1,2010,?pm=O4ECD7g+02cDnMz8czVn7g==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Pembuatan Roti Tape,Pembuatan Roti Tape,45,78,2,2009,?pm=IvRkJY59u/X11f/7KFueYg==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Kopi Bubuk,Kopi Bubuk,109,108,1,2009,?pm=nRNjLE4VXUKBnoZSKO3Yig==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Ludayo Funiture,Furniture,138,108,6,2009,?pm=QKw9A9DHD3HCqEiso5jj1g==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Pengrajin Songket Harapan Baru,Usaha Tenun Songket,"40,5",120,30,2010,?pm=SO7mUkVRj03EooQW4h5Mmg==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Pempek Jimmy Devaten,Usaha Pempek,181,250,5,2010,?pm=hcNSDdPB5W+mIzOovb4nSA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Pempek Mang Unus, Usaha Pempek,"166,65",576,3,2010,?pm=DN2YgS1CfJYomkXwp4apEQ==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Kelempang Ibu Saleha,Usaha Pembuatan Kelempang,"74,5",122,6,2010,?pm=WRwe5s5YYcbNMqPySzHKoA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Pempek Anwar,Usaha Pempek,"33,5",37,2,2010,?pm=m5Xx7bF5P+UjOZUamtEOMw==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan
 Husin Nawi,Pembuatan Tempe,427,1.760,3,2008,?pm=bQmdAWqVob8kFrfR5XTjeA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
