Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Yakobus Family Cakoling,"Pengolahan Angklung, Kolintang, Calung","28,62",0,11,2008,?pm=drHFuoY1+jjBKf1uUwqjTg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Legen,"180,3",18,40,2008,?pm=Z5b8fGDlywa4DWCNbN544A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rege Makmur,Pembuatan Besek,"84,2",2,20,2008,?pm=QMnG9z9eCbOFFGUgI7fJxw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Wayang,"153,25",6,2,2008,?pm=09jXz35bfUlrfHxsEVYKIw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Albarokah,Pembuatan Mebel,"101,58",10,9,2008,?pm=GJ8vhfieDwg4wuYP5iP4fw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Barokah,Pembuatan Mebel,"304,7",25,8,2008,?pm=cMplPioNZC3qaofOG35NuA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Gendong,Pembuatan Jamu Gendong,"99,5",0,4,2008,?pm=r0kh967GT8MzfVOBK85tqg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Tradisional,Pembuatan Jamu Gendong,110,0,2,2008,?pm=dcMlnzpIm6aJTvzkwBHkTw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Tradisional Asep,Pembuatan Jamu Gendong,121,0,3,2008,?pm=bnEASYHEUTtz9C9cMlULlQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Tahu Kedelai,450,"9,5",13,2008,?pm=U1kIQQNA1LtWZiInA4PqKg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nanto Batako dan Paving,Pembuatan Batako,880,0,10,2008,?pm=fJ4SgetbcGavWmkwd/1ovQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Gading Jaya,Pembuatan Tas,240,0,5,2008,?pm=r47D3gUy98xaKpqdp+ZplQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Krupuk Gandum dan Rengginan,179,"10,5",2,2008,?pm=0tRVpMmLUA1PC0VHE2c3Iw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sengkuyung,Pembuatan Kayu Bangunan,"393,5",15,11,2008,?pm=P9/d6lbuX6jM9o9ylNIcgw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Krupuk Delai & Rambak Mesran,Pembuatan Kerupuk Kedelai dan Rambak,191,"22,5",4,2008,?pm=K35OH2okhiG9HxNjeup7PQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Wafer/Timuk,288,30,10,2008,?pm=L5Ow4rwUxATfamraGbzKeA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kun Gallery,Pembuatan Mebel dan Handycraff,305,0,3,2008,?pm=7UTzDco8eHlW1y/U69BkoA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Pengolahan Kayu ""Supriyadi""",Pembuatan Mebel dan Kusen,"174,5",0,4,2008,?pm=XqdFvAgUGoCsVKYYKpfG2w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Perusahaan Pot Bunga Bagus,Pembuatan Pot Bunga dari Semen,"291,8","13,5",7,2008,?pm=l70GEO8v7cWNi7eod4pX5g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Meubel Jaya Sembung,Pembuatan Lemari,247,101,7,2008,?pm=CzEWLVsVB0FtuYMHkdip2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dc. Craft,Pembuatan Harley Davison,"115,1",102,1,2008,?pm=3/qOiOFHk8u1r224hoWN1Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Media Manfaat,Pembuatan Kaligrafi,"72,95",20,2,2008,?pm=+tpFkOUzOjVtg3LzhQ6/qw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumber Rejeki,Pembuatan Dandang Panci,199,120,5,2008,?pm=tGdTKf6iTJWDAIx336r4Xg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las Sunarto,Pembuatan Pagar,310,250,5,2008,?pm=MzEDWTQ0Y43MC4ALZPtrbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Carolina Food,Pembuatan Eag Rool,"154,9",60,8,2008,?pm=drHGmHt0JiG7vQX5fLAmvA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Famago,Pembuatan Tas,6.420,360,15,2008,?pm=s/fcZyUNifcLRGgoLrerYw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Monalia Co.,Pembuatan Gordyn,506,262,14,2008,?pm=rB+aMiig+AnJTXOtzvFJuw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sari Rejeki,Pembuatan Makanan,410,140,5,2008,?pm=0HcXcmRlwK4U1CA8ophefQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Agus,Pembuatan Tas,286,280,6,2008,?pm=l80m3KNmBd3oHeZqgC9Z0Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jaya Kencana,Pembuatan Baju,"260,32",180,6,2008,?pm=S+I6QfJf9ZDk9Tk0wfco1w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bulu Shoes,Pengolahan Sepatu,"253,02","25,2",2,2008,?pm=Zf+e5jYO3Ive6TyJ3ZgSFg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nina,Pembuatan Kain,432,81,5,2008,?pm=lM2E5RXep9MsiFhIvOutwA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kue Bolu Goreng Ibu,Kue Bolu Goreng,"75,5",204,8,2009,?pm=ZpQQw+3pZQDT3IJwrOBztQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Kue Panggang Beras Mami,Kue Panggang Beras,"999,8",132,4,2009,?pm=OOOC05hCZQT/8CzEEukiOw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Kue Paniaram,Kue Paniaram,17,"393,12",3,2009,?pm=egnV6bv4Pzc7YHd1T6UG2Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Usaha Kipang Dan Roti Gabin Daffa,Kipang Dan Roti Gabin,"5,9",91,6,2009,?pm=x53KrsUNwp1vFKjRFfORzQ==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Acc Konveksi,Konveksi,137,"65,2",14,2009,?pm=uJ1ttN7ztmKvd32s2cDB7Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Snack Ummy,Snack Ummy,0,0,1,2012,?pm=rOZ7Zn4qQKXfmSKMgnjrNw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Es Dawet Ayu Banjar ,Es Dawet Banjar,0,0,4,2012,?pm=uPlDMbAbB0hWN0Lm0sGI+g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Katon Ragil,Pengrajin Sepatu,"33,9","590,4",5,2009,?pm=XbEm36R+aAFPgeD6uZcGiA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Kabul,Produksi Genteng,"236,5",252,7,2009,?pm=sUC/3qC4HNdtvFhxRb31Kw==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Industri Tas,Pembuatan Tas,"43,05",300,3,2008,?pm=p01bKHIsKwIWp/iNl/LLOQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Arisma Jaya,Pembuatan Tas dan Sepatu,683,520,5,2008,?pm=4slKrBtay+V11Jo6PUjOHA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Industri Loyang,Pembuatan Loyang,"51,5",96,1,2008,?pm=GddrS76Kb+HhMkBpZrZpGg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Gajah Mulia,Pengolahan Aluminium,"231,3",520,8,2008,?pm=7vcJ1jBUcNcsapP+1XMoMQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Putra Makmur,Pembuatan Furniture,"405,5",190,1,2008,?pm=ioijV+eg5W93r7mkcY5gGA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Produksi Gula M. Achyar,Gula Merah,134,36,1,2012,?pm=D7WNQgYdOF6rlANG/A+wxw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Industri Kerupuk Sagu,Membuat Kerupuk Sagu,112,24,2,2009,?pm=iGKD1Y/FkdEN9nQsXSE24Q==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 M.Yatim Bosa,Pembuatan Gula Aren,100,62,3,2009,?pm=nGQGjnJDeQybSZREcCP7xA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Industri Pengolahan
 Podo Joyo,Pembuatan Furniture,"167,37",134,7,2008,?pm=fxyblJk4Cd5ZQ4+54g93Cw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Usaha Tahu Suparni,Pembuatan Tahu,"122,97",88,9,2008,?pm=b9tr00FPCy8NisLNewFkmQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mangku Art Studio,Pembuatan Lukisan,187,37,1,2008,?pm=hidC6qa2EkK0ufm1ci0UqQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sumarta Shop,Pembuatan Alat Musik,114,32,1,2008,?pm=8MW9pzZAWyo3oBNdC4yxKA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rai Art studio,Pembuatan Barang Kerajinan,"383,73",69,6,2008,?pm=jA96PPVgF+VWYK00k8tj2Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bengkel Las ATS,Industri Pengelasan,115,232,3,2012,?pm=gmIPvReOCrW31UIe2M3+Dg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Tata Surya Gypsum,Industri Gypsum,237,795,6,2012,?pm=BskiLxlq19iWdg9WOWIHwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Padma Art Shop,Pembuatan Lukisan,"10,5",72,2,2008,?pm=Qlg7adywgjR7ZSxdsPAjJg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Eka Burger,Pembuatan Kue,74,1.404,8,2008,?pm=KkQDvGQvgGfGouGJqdBbIw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Bali Pot Keramik ,Pembuatan Sarung Bantal,381,135,10,2008,?pm=VFYQK/GroQp1K3/i5anNOw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wana Orchids,Pembuatan Kue,63,180,4,2008,?pm=hyk7c4V8JOuZVEUz98wQZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jatayu Bali,Pembuatan Pakaian,"157,5",178,1,2008,?pm=UDFs92LvkMREGuv+NzddRA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempe Muhalip,Pengolahan Tempe,"283,5","177,44",2,2011,?pm=mwjJGTvBb5dMXIGb68lqlg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Subeckhi,Pengolahan Tempe,"147,25","259,92",2,2011,?pm=HFMeDnIYPWabJt8M1bl32Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Wahyudi,Pengolahan Tempe,30,"199,26",3,2011,?pm=NjTP1d4VNe1IQWgfS0cCRQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Tauhid,Pengolahan Tempe,158,"133,92",3,2011,?pm=YChb5AtSh3oJYGimzmSZzA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Rasdi,Pengolahan Tempe,"267,25","199,26",3,2011,?pm=B4j8/WpGElazEjOfK9kY1w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Tasmani,Pengolahan Tempe,152,"133,92",3,2011,?pm=vZc1Uq3zoEKUkyT3Zz6fuA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Kuswanto,Pengolahan Tempe,"33,5","133,92",2,2011,?pm=KNoKNfX7o/5kr2KnX61Rag==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Subhan,Pengolahan Tempe,"33,75","133,92",2,2011,?pm=H04sV5ER+vUuVXpRKxzNag==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Rasijan,Pengolahan Tempe,"661,5",324,4,2011,?pm=ug2/ddgDs7I1KzoSibiKbg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Nurhadi,Pengolahan Tempe,"176,5","259,2",2,2011,?pm=ujONcxgqmtws8VwREohq6Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Tarjono,Pengolahan Tempe,"297,5","177,44",2,2011,?pm=sRky+G+EdyknBQ7GLIFHLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Tarlin,Pengolahan Tempe,"220,5","345,6",3,2011,?pm=4sBgKgXxqfDxN1ZJ2Rzl+w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Wintoso,Pengolahan Tempe,"34,5","129,6",2,2011,?pm=GhPIXQHB+ij/+RkNvdH7Dg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Tempe Sarbini,Pengolahan Tempe,"176,75","259,2",2,2011,?pm=jOxNsHql9QDBMfnwH4LKRA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 DKS,Pembuatan pakaian jadi,"307,42","159,5",19,2008,?pm=GmFrZumV0x1Y23B6W+/PPA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tempira,Pembuatan Tas,203,"21,25",10,2008,?pm=6zmLdGmpWjPZU+INhWDekQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Dian Citra Utama Fashion,Pembuatan pakaian jadi,520,100,5,2008,?pm=i4MMN3hEdq97l3VlfI0qZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Audia Tas,Pembuatan tas,385,125,4,2008,?pm=6LM0Lb9QbULk0taDlfvL9w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Altani Colection,Pembuatan tas,"29,8","18,75",5,2008,?pm=Snhp+ExeIW81RpXQcRSXMw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 SUYETNO,PABRIK TEMPE,55,70,7,2011,?pm=ytqbMGGfugCi0DAhm1fHpw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 MUTIARA BAKERY,PEMBUATAN ROTI ,265,960,7,2011,?pm=yLUM6hwmT7+bmfEweLzPzQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 KARYA FAMILI,Keripik Pisang,"83,7",36,4,2011,?pm=TNBxwfuPt4N66RHlRhnVuQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 LIO BATA,GENTENG,113,"46,8",5,2011,?pm=Vg19WEtkGjCWHrmTQTh6Fg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Usaha Kue Frederika,Industri Pengolahan,"9,5","30,6",1,2011,?pm=IIE8ELosGdx3NkndtItEBg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Industri Kerupuk Tentrem,Pembuatan Kerupuk,53,480,10,2011,?pm=WCuGLVVTNNUmHSg/tG4Xwg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Florensa Collection,Pakaian Jadi,147,549,2,2011,?pm=npGCV6mZy/yItpRVYoszFQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Pengerajin Souvenir Hezisokhi,Pengerajin Souvenir,103,48,1,2012,?pm=n7EnhU//O0l8w8mQMt+3mA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengerajin Souvenir Hasaro,Pengerajin Patung Dan Ukiran,96,60,1,2012,?pm=n4T/1TCaZpQuxV7LjJIBAg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 Pengerajin Souvenir Sufikal,Pengerajin Souvenir,89,48,1,2012,?pm=BSQECwvm9QZuBE5aK2dayQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan
 -,"Pembuatan Mebel Kusen (Pintu, Meja, Kursi)","143,33",25,16,2008,?pm=8zVZ55qB+mu7CoUgJh6UtA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Yakobus Family Cakoling,"Pengolahan Angklung, Kolintang, Calung","28,62",0,11,2008,?pm=Iie0cDd1L9y9sPbWDav5pA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Legen,"180,3",18,40,2008,?pm=CVnggy5hsy7qnNuZh7PD6g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rege Makmur,Pembuatan Besek,"84,2",2,20,2008,?pm=e3AJj+eCI6VhqKtVcM7FXQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Wayang,"153,25",6,2,2008,?pm=4mejw1NLV7axjVWaKsWuPw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Albarokah,Pembuatan Mebel,"101,58",10,9,2008,?pm=tzBuag4+DFIEw3D4o8lV3A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 UD Barokah,Pembuatan Mebel,"304,7",25,8,2008,?pm=jE0QKw47avmf6rueQqtx4g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Gendong,Pembuatan Jamu Gendong,40,1,4,2008,?pm=lvKcRNnZ7APXWRYjblfaDg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Tradisional,Pembuatan Jamu Gendong,110,0,2,2008,?pm=zyllka5yjLdCN1XZrHUUqA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Jamu Tradisional Asep,Pembuatan Jamu Gendong,121,0,3,2008,?pm=gePS4dISLbJ1j4v9rGHvEg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Tahu Kedelai,450,"9,5",13,2008,?pm=DilJDm1G2tRj0/km0iNPhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Nanto Batako dan Paving,Pembuatan Batako,880,0,10,2008,?pm=/0oXx47ZkA1oyWtajzE/hw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Gading Jaya,Pembuatan Tas,240,0,5,2008,?pm=/fq8GvhFs3rVNnHvEeh/zw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Krupuk Gandum dan Rengginan,179,"10,5",2,2008,?pm=H9Ptgdd1BbIUmF2B/wkJRg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Sengkuyung,Pembuatan Kayu Bangunan,"393,5",15,11,2008,?pm=XGbPLxDndCWqHMQcZF9PCw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Krupuk Delai & Rambak Mesran,Pembuatan Kerupuk Kedelai dan Rambak,191,"22,5",4,2008,?pm=WCDoRETesoNZvxb1C2FnZQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Wafer/Timuk,288,30,10,2008,?pm=nrV797h2bAeSSRXOk/VyjA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Kun Gallery,Pembuatan Mebel dan Handycraff,305,0,3,2008,?pm=4nKTUm1zcOwmrOMFFIiszQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Pengolahan Kayu ""Supriyadi""",Pembuatan Mebel dan Kusen,"174,5",0,4,2008,?pm=Hy9LQA6QyJRDfcwG+ihsWg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Perusahaan Pot Bunga Bagus,Pembuatan Pot Bunga dari Semen,"291,8","13,5",7,2008,?pm=wZXS0f1YgNuGXIArjb1kQg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Diva Art,Pembuatan Furniture (Mebel) Ukir,804,0,20,2008,?pm=Q2X1O0cEE1oB7psoyiJB7Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Gula Kacang,"242,25",0,2,2008,?pm=jFXlqvC4UAeGyA3xzbjyZw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,"Pembuatan Kukusan, Tompo, Irik, dan Kalo","40,75",0,1,2008,?pm=kiglahBz2gba/RMQ4hbo9Q==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Tembakau HS/Suharmi,Pengolahan Tembakau,"792,5",0,6,2008,?pm=bq6D0D8b/rUOIujktBMTwQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Audia Tas,Pembuatan tas,380,145,4,2008,?pm=LAcDAW8lxM6JPy479xU8EA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Mandala Furniture,Pembuatan Furniture,6.300,170,4,2008,?pm=yOHawGR5fQu/G45kKXMiig==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Randu Karya Furniture,Pembuatan furniture,1.190,"97,5",18,2008,?pm=yH+/7HsS8Kbhlgg3tOFv4g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Edo Furniture,Pembuatan furniture,1.058,"24,29",6,2008,?pm=SpIHGGTj4bjqgHUNYJh5oA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Rumpun Jati Furniture,Pembuatan furniture,85,"20,25",5,2008,?pm=bj28hYBRD4u+2ev6dtsktw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Wulan Busana,Pembuatan pakaian pesanan,"14,06",102,2,2008,?pm=eboMjQ6/mRgIcCvhBCa+5w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Prima Taylor,Pembuatan pakaian pesanan,7,104,4,2008,?pm=RGcouv+ANjC1EtltXM+xOA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
" Aneka Keripik "" Sudarno """,Pembuatan Keripik,14.960.000,"110,87",0,2011,?pm=yV/zon0CYuJjjLpRhO4AGQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Kerupuk "" Wagiyem """,Pembuatan Kerupuk,8.540.000,72,0,2011,?pm=O5L6ceXPPjhmkFEu+byW8g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
" Sapu Ijuk Dan Pel "" Ulisa """,Pembuatan Sapu Ijuk Dan Pel,26.600.000,324,1,2011,?pm=qZPPBWy6F/6YwilYyeTFdg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Bimobaru,"Pembuatan Paving, Batako, dan bus Beton",2.050,20,40,2008,?pm=8nORvPaOHACngHOGALdFng==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Riani Taylor,Pembuatan pakaian pesanan,"4,4",93,2,2008,?pm=52ZAjfrfqH8OVJV0IKXirA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 -,Pembuatan Keripik Singkong,"111,62","146,2",4,2008,?pm=FvwRQXNzjXpwEexvdc7ojg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Adi Jaya Sablon,Pembuatan barang cetakan,"32,5",105,8,2008,?pm=S8+yKmAfoi/EdnE8VR9guw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Didas Taylor,Pembuatan pakaian,"47,5",102,3,2008,?pm=0u/QRSrCBdh7S+LutRfzuw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 Aktuil Taylor,Pembuatan pakaian,"64,5",103,4,2008,?pm=oysQo/hqKOAFuf968KzOdQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Industri Pengolahan
 PENJAHIT AMALIA,JAHIT PAKAIAN,"97,3",75,1,2011,?pm=TfxGyjZ49ypIP4VsSnmAeQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Kusuma Jaya,Keripik Singkong,181.500.000,"295,86",8,2011,?pm=3ewt0huM37inbNEmRy2U2Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Gracia Fibre Glass,Fiber Glass,535.000.000,200,12,2011,?pm=bGgb+KAJXfn03YcQBwQvPA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Dwi Tunggal Jati,Mebel Jati,41.000.000,540,3,2011,?pm=k7LwLKtipl9zfmDV+K8YKg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Tiwi Pastel,Produksi Pastel,7.060.000,354,7,2011,?pm=+BM5NrEUys8g69cJRQj+fA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Mekar,Pengolahan Makaroni,15.860.000,480,12,2011,?pm=cV7e6pl3XYXZoREzfd+g/w==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Susu Sari Kedelai,Susu Sari Kedelai,14.390.000,"43,2",2,2011,?pm=7d+gufvRMI2lWR9+duSLUg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Keripik Tani Agung,Pembuatan Keripik,15.200.000,"55,2",2,2011,?pm=jrrL/R85JFOsmEmXrZ+bCA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
 Roti Paino,Pembuatan Roti,16.800.000,363,2,2011,?pm=jfo4b3mnAfttZn6JP8n3ug==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan
