Nama Perusahaan/Nama Pengusaha,Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor
 Toko Klontong Eny,Toko Klontong,162,"240,2",2,2011,?pm=gzvbMLIPHEFzAlHSyS1RjA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Sukarno,Toko Klontong,777,"231,01",2,2011,?pm=OcszEFMPk0dNAmwqI0hOog==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Yanah,Toko Klontong,"32,5","305,76",2,2011,?pm=roHx9t91txTQpFbI6L6BGw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Siti,Toko Klontong,"182,5","305,76",2,2011,?pm=WU5FJ2pDEsXrbLTMLMsDiA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Rinda ,Toko Klontong,246,"218,4",2,2011,?pm=3VxID7MCwiexdgin4nMEig==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Mainan Heni,Toko Mainan,282,312,2,2011,?pm=59YpMHXuUy9lCuEFYJoJYA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Supriyanto,Toko Klontong,197,"235,2",2,2011,?pm=W+UCqaZ2ovzb67tYUFPTfw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Makanan Yuliani,Toko Makanan Kecil,"217,5",120,2,2011,?pm=HDJX3/bIWwgyYDH305Ngsg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Wahid,Toko Klontong,"232,5",324,2,2011,?pm=02atDBobyINVzP52vSBoKA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong Sanab,Toko Klontong,277,"352,8",2,2011,?pm=7swGVbtAt2daxJwJnziBRA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Oxy,Isi Ulang Air Minum,52,"34,2",2,2013,?pm=IuMOHu8GtQ9EJe0OyuXmZA==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Lina,Kelontong,71,475,3,2013,?pm=AEiRTn4miQxeAnQnmnRAOg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Bu Tuti,Warung Kelontong,38,190,2,2013,?pm=ZCVr2Htet8LYjwv3MMVH8w==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 RM Yoto,Rumah Makan,91,"211,5",2,2013,?pm=Q5V/M1uYeGskD68zYWKJ0A==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 BENGKEL LAS 99,BENGKEL LAS ,175,430,6,2012,?pm=EajtdaqIc4F7M6zOTXmecA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 LAMONGAN JOK ,PEMBUATAN JOK MOTOR,125,310,3,2012,?pm=czRJ2jIdu9YPYHOm+WSf6g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Noor EffendiKios,Dagang Dagang Pancarekenan,"4,85",12,1,2008,?pm=LTYFn9mpom0OVpZJG+j8pg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Klontong H. Wirdjo,Kelontong,350,"790,08",2,2011,?pm=1yvVrGN4sqR3HK+r8BoZKA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CV. YUDISTIRA INDONESIA ,PERDAGANGAN ,480,259,1,2012,?pm=bOZGDvLMMi6AEGU/Yjj1gA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Sakya,"Dagang Kayu, Ulin","110,6",12,2,2008,?pm=+UKH5nvV0PoBXof8Atmhpw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Noor Syamsu Kusuma,Dagang Kayu,"957,5",12,1,2008,?pm=X1UE36lgibwKS5jQTKs7DQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Berkat Bunda,"Dagang Kayu, Ulin","190,75",12,1,2008,?pm=c3t8Nl5ozv5M+oPFZk+3qw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Maimunah,Rumah Makan,"9,25",0,1,2008,?pm=80fa27ywYVsf27hOgu2TDw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Wildan,Dagang Rokok,"16,13",0,1,2008,?pm=9cQ5RK51PZKy7hXGxVE1UQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 H.M.Sayuti,Dagang Terbang / Gendang,"22,6",0,1,2008,?pm=TemAdACely5A3uPCwMBpVA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 M. Amin,Dagang Terbang,"1,55",0,1,2008,?pm=/nvGEiMh3+ct3+22Q9VYGg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Darma,Dagang Buah,"1,2",0,1,2008,?pm=448ZO+B8Uk5XwiS1KNK+Qw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Syamiah Gapuri,Dagang Buah,"8,7",0,1,2008,?pm=KKZU5OvFMZQRmmMARZeVnA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Nafsiah Hajjah,Dagang Sayuran,"11,1",0,1,2008,?pm=8rfa6q8scdqag4Bop3SFjQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Suriansyah,Dagang Kembang,"0,8",0,1,2008,?pm=Fo7LSx4/nEILLxGvjrNamQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Ernawati,Dagang Alat Pancing,"9,3",0,1,2008,?pm=G8B1PLx4y62SkTrWkjbtug==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warinah,Dagang Sayuran,"1,05",0,1,2008,?pm=L9vl5UlzqGAp0bPcikbFMg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kartini,Dagang Buah,"0,85",0,1,2008,?pm=cb8EHZ3agjoE1lB50vAE5A==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Husaini,Dagang Sayuran,"7,8",0,1,2008,?pm=rB4SSS0MfvoiMOnx/0xrVQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Djiyem,Dagang Sayuran,"22,1",0,1,2008,?pm=8Et7W7EXFtyxkUAZJeUvbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Norhidayah,Dagang Sayuran,"16,6",0,1,2008,?pm=X1cywAdUTorR6yuKddIhpg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Hj Masrupah,Dagang Buah,"21,3",0,1,2008,?pm=AeiJFvvQcWaR+auG+2ZhlA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Lawar Penatih,Dagang Bakso,245,675,3,2008,?pm=nUvlrWvSAzqN3skUWQ1qhw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Lawar Bali,Dagang Pakaian,"39,89",72,2,2008,?pm=HB0F613q+De99tVKwyGLdg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Alif Sel,Jual Sembako,"67,45",540,1,2012,?pm=t0JDJlvmxcnaPKaPbGu4YA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Koko,Dagang Sembako,23,240,3,2011,?pm=yUC9R7P/UEGooxWKhEpBnA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Aan Jaya,Sembako,65,50,3,2011,?pm=tQMbw26E9vsOulEwk8ZySQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bengkel Las Mobil Naser,Bengkel,125,45,5,2011,?pm=+8g2kmACClOqG2iQU3hNYw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Bhakti Utama,ATK Dan Foto Copy,473,100,3,2013,?pm=BWJFDVxZJNNAypi8TZNGFw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Pengrajin Ibnu Rosyid,Dagang Terbang Dan Rebana,"11,75",12,2,2008,?pm=Xk8oHFdSbEMIWG6UP3y5Hg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Barokah,"Dagang Terbang, Rebana","21,5",12,2,2008,?pm=Fwr3ChfUvAORUeZpYpuZ2g==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Masrah,Dagang Sembako,"10,8",12,2,2008,?pm=S6y053ZOEGf90COCnAZtPQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Lia,Dagang Sembako,"23,2",12,2,2008,?pm=kGaMur3sxTGEtOAQigedEg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Syfa,Dagang Sembako Dan Pancarekenan,"11,2",12,2,2008,?pm=oD0z53vTSlyTjG9Zh+3UFw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Iwan,Dagang Sembako Dan Pancarekenan,"29,2",12,2,2008,?pm=Kiyk0dUlUyu3Djo6aobhWQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Syifa Rizki,Dagang Lampu Dan Alat Elektronik,21,12,2,2008,?pm=KuvLIyfBpEmQtk+3obD0wg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Zakaria Phonecell,"Dagang Voucher, Aksesoris Hp","14,5",12,2,2008,?pm=d7KPQdoxO2sAuc3QNTyvjw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Mumu,"Dagang Makanan, Minuman Dan Rokok",13,12,3,2008,?pm=xuAOCnjQhJGgjwFWzKfHLQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Nisa,"Dagang Makanan, Minuman Dan Rokok",12,12,3,2008,?pm=8/5ASzgZsRd+EnOkW6jfLA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Annisa,"Dagang Makanan, Minuman Dan Rokok","9,5",12,2,2008,?pm=iAHWfvKCZ2uDoBBwtaP9yg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Mashrofah,Dagang Sembako,"10,5",12,2,2008,?pm=endiNnpHP9HsWhi2lSogXg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Neo Java,Dagang Voucher Dan Aksesoris Hp,16,12,1,2008,?pm=hECMGensB1cmsu+O9kTrEQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Husna,"Dagang Sembako, Dan Lain-Lain",45,12,2,2008,?pm=foHEqoafx9D+nEXvBUO32w==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Najar,Sembako,39,27,1,2013,?pm=hs5aofJuI1owNWmUudwOKg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Sutiati,Sembako,49,68,1,2013,?pm=UIQ0ndYnVjxsEnEHUcIdmg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Hadia,Sembako,53,55,1,2013,?pm=JicWSB1hcdqDVzSRz6nVmw==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Rum Mara,Sembako,43,44,1,2013,?pm=nHj10qTd921L86GmLvnjag==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kios Sri Hartati,Sembako,44,68,1,2013,?pm=xqkOV51o0hrfDWMds1pYeg==&mp=fOhzApotY5QnAtxxXvjAfA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Manisan Dan Es Teler,Jualan ,"9,16",45,0,2011,?pm=LcTQuJ07o2OZtjieXOkE4g==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Alif Cell,Jual Pulsa Dan HP,"9,35","43,2",0,2011,?pm=/U+HDJSCclIoLo2mHDkQlg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Pak Sukar,Dagang Sembako,"89,5",74,2,2011,?pm=Hn/qJmIKh5G/m9T6TmshiA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Eni Collection,Pakaian Jadi,408,240,2,2011,?pm=aKh7CCTUqAZDSKRZFcPTDA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 UD. Jabal Nur,Toko Sembako,311,"26,6",2,2011,?pm=N/CB0Zt8q6NwyNGCOEAeKg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Keripik Bu Mini,Keripik Usus,"29,5",124,3,2011,?pm=Ixl8A/oKdttcPx1T1ttDAA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dagang Ayam Potong,Ayam Potong,43,570,1,2011,?pm=ksEI94P0H0wWHIiF9o+ocw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kamila Asia Permata,Jualan Asesoris Permata,"254,5",399,1,2011,?pm=T2m8nVySK4Wc1m5hPkcfNA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sus,Dagang,141,81,1,2012,?pm=gN9v1rO4MGg3YzQQmL5VAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Mul,Dagang,"140,7","173,4",2,2012,?pm=rRMyPx9CBCP79WCOfJSqJg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Chelsea,Dagang Sembako,"50,5",252,2,2012,?pm=uRGIhfZM10e7dPfmXxpLlA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Azet,Dagang Sembako,26,222,2,2012,?pm=Cn4dWWA8jgV5YDcj8rwyEA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Tiara,Pedagang Telur,"54,25",189,2,2012,?pm=Bag1N2Wfd+hDer99aSdt9g==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Sembako Rukiah,Warung Sembako,91,394,2,2012,?pm=7DXKKt2ICLJC404OfFy6CQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung Ani,Dagang Sembako,"45,9",425,2,2012,?pm=2O3UhooAKoYhgRyNcKRQtg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Beras Berkat,Dagang Beras,"423,5",3.200,3,2012,?pm=TIRoez+twCWv9eXTYsAsHw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Cipta Kreasi Perdana/ Suplier Batu Alam,Perdagangan Dan Jasa Batu Alam,50,132,4,2012,?pm=TbbBiGCR9C+Ba5Mmz/pFdQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Warung IIN,Warung Sembako,"48,7",280,1,2012,?pm=KLIn7bPP5fNGrQopY5lwkw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Afifa,Dagang Kelontong,81,348,2,2012,?pm=KJTqX9uSs4cfYi46x4cweg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS IBU MULIATI,SEMBAKO,"95,5",535,4,2012,?pm=YB3nNmYVa6o2CqF0MsKxWQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS IBU FATMAWATI,SEMBAKO,299,1.200,1,2012,?pm=YXDXE8ZlWIqy/lu8uJONbA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Riani Taylor,Dagang mie ayam bakso,"4,4",93,6,2008,?pm=PYsNZ6Ofe3xmWcUfyc58Uw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Abadi Jaya,Dagang makanan dan minuman,202,20,2,2008,?pm=11g47+oR2Gnu1N+p/3l/rA==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Rahangalan Nursery,Dagang pelumas dan jasa bengkel cuci mobil,11.013,340,6,2008,?pm=qfJ6hfioB1E66A+ytVMqCg==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Dagang Sayur Keliling,Sayur Mayur,17,144,1,2011,?pm=wtvypLHvxiXbYIOi1HyBBA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Zahra,Dagang Kelontong,"105,5",204,2,2008,?pm=V2/vgDaMzOfLBRQKsWbvSw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Kedai Imut,Dagang Kelontong,"101,9",388,2,2008,?pm=ZRIG0a5oSXU9tchjuKS6jw==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Cucian Anton/Vizta,Cucian Motor,"9,5",105,1,2009,?pm=tJXYz+y2qS5ukAtLuhTZeA==&mp=2BbfzMJpZb2nANZ3GT30ng==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Hermin Pulsa,Dagang Kelontong,"868,2",270,2,2008,?pm=IvZoP39gqHpYLd64L8v1RQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CITRA POSEL,"PULSA,CHASING HP","653,05",96,1,2011,?pm=WYWQmiEiep+MM0FCnI/53Q==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Martabak Bangka Kampiun,Pembatan Martabak Manis,10,121,4,2011,?pm=DBcK5vu9E+6ZBnQ+gp5WPw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 AYU FASHION ,DAGANG PAKAIAN JADI ,"6.190,37",17.250,10,2011,?pm=RYo3lrzoDGjV9ecGCOIgLg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Barokah Cellular,Penjualan Pulsa,"48,9",75,2,2011,?pm=hCHkImmDFYS8UVTjhMq0oA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 RM. Padang Pariaman,Rumah Makan Padang,"108,6",222,2,2011,?pm=EwWLp/On7sgH97CA1EMgGw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Rita,Penjualan Kebutuhan Rumah Tangga,168,198,2,2011,?pm=fBJQSkoa1PQaQljQzVdzzg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Toko Ikbal,Toko Serba Ada,119,40,0,2011,?pm=AmjA1mFVsGb5CgVH22SSXw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Conter Hp Ria,Pulsa Dan Accoris Hp,14,24,1,2011,?pm=+KGtqUxcl2en5g2aHnLDyA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 Mamfaat Utama,Toko Aneka Makanan,111,25,0,2011,?pm=oacWWa0u8DtT13Ig/p5OZw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS ASANTER,KIOS SEMBAKO,458,108,2,2012,?pm=TDYr1dIIbyDWnUvrgQ+0oQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS 2 PUTRI,KIOS SEMBAKO,271,150,1,2012,?pm=crGfhd9OdfTAmDQ2KcjJVQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 BENGKEL RAF,BENGKEL,386,114,1,2012,?pm=bQj4iU4nDa1C9KHBjECYKg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 KIOS RIDWAN,KIOS SEMBAKO,98,156,1,2012,?pm=nmHzBAnay90lMokG4tCuSA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CELL 2 PUTRI,PRODUK CELLULAR,266,160,1,2012,?pm=sVWDgl/M4xqxr6T5HVhcAw==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
 CAHAYA WAJO,TOKO SEMBAKO,2.019,680,4,2012,?pm=vPRcJjnCvrT36pfj8B9mVg==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Perdagangan Besar dan Eceran Reparasi dan Perawatan Mobil dan Sepeda Motor
